position,person,personID,start,end,gender,DOB,DOD,image,enwiki
member of the Bulgarian National Assembly,Nadezhda Neynski,Q432093,1997,2001,female,1962-08-09,,Nadezhda Mihailova.jpg,Nadezhda Neynsky
member of the Bulgarian National Assembly,Krasimir Karakachanov,Q763173,1997-05-07,2001-04-19,male,1965-03-29,,Krasimir Karakachanov 2017-12-18.jpg,Krasimir Karakachanov
member of the Bulgarian National Assembly,Nadezhda Neynski,Q432093,2001,2005,female,1962-08-09,,Nadezhda Mihailova.jpg,Nadezhda Neynsky
member of the Bulgarian National Assembly,Alexander Arabadjiev,Q4718233,2001,2006,male,1949-12-18,,,Alexander Arabadjiev
member of the Bulgarian National Assembly,Valeri Dimitrov Tsekov,Q12274538,2001-07-05,2005-06-17,male,1960-02-24,,,
member of the Bulgarian National Assembly,Nadezhda Neynski,Q432093,2005,2009,female,1962-08-09,,Nadezhda Mihailova.jpg,Nadezhda Neynsky
member of the Bulgarian National Assembly,,Q12273763,2005-07-11,2009-06-25,male,1965-07-02,,,
member of the Bulgarian National Assembly,Fidel Beev,Q12297558,2005-07-11,2009-06-25,male,1961-07-17,2021-01-28,,
member of the Bulgarian National Assembly,Meglena Kuneva,Q234346,2005-07-11,2009-06-25,female,1957-06-22,,Meglena Kuneva.jpg,Meglena Kuneva
member of the Bulgarian National Assembly,Rosen Vladimirov,Q7368510,2005-07-11,2009-06-25,male,1967-04-02,,,Rosen Vladimirov
member of the Bulgarian National Assembly,Krasimir Karakachanov,Q763173,2005-07-11,2009-06-25,male,1965-03-29,,Krasimir Karakachanov 2017-12-18.jpg,Krasimir Karakachanov
member of the Bulgarian National Assembly,,Q16334129,2009-07-14,2013-03-11,male,1965-10-24,2014-02-18,Михалевски.jpg,
member of the Bulgarian National Assembly,Kalina Krumova,Q2892767,2009-07-14,2013-03-11,female,1985-01-07,,,Kalina Krumova
member of the Bulgarian National Assembly,Ivan Ivanov,Q110153985,2013,,male,1975,,,
member of the Bulgarian National Assembly,Tomislav Donchev,Q982480,2013-05,,male,1973-08-06,,Tomislav Donchev 2017-11-20 (cropped).jpg,Tomislav Donchev
member of the Bulgarian National Assembly,,Q16334129,2013-05-21,2014-08-05,male,1965-10-24,2014-02-18,Михалевски.jpg,
member of the Bulgarian National Assembly,Milena Damyanova,Q17409295,2013-05-21,2014-08-05,female,1976-08-02,,,
member of the Bulgarian National Assembly,Mustafa Karadaya,Q20500637,2013-05-21,2014-08-05,male,1970-05-08,,Мустафа Карадайы.jpg,Mustafa Karadayi
member of the Bulgarian National Assembly,Milena Damyanova,Q17409295,2014-10-27,2017-01-26,female,1976-08-02,,,
member of the Bulgarian National Assembly,Mustafa Karadaya,Q20500637,2014-10-27,2017-01-26,male,1970-05-08,,Мустафа Карадайы.jpg,Mustafa Karadayi
member of the Bulgarian National Assembly,,Q44762352,2014-10-27,2017-01-26,male,1963-07-24,,,
member of the Bulgarian National Assembly,Krasimir Karakachanov,Q763173,2014-10-27,2017-01-26,male,1965-03-29,,Krasimir Karakachanov 2017-12-18.jpg,Krasimir Karakachanov
member of the Bulgarian National Assembly,Milena Damyanova,Q17409295,2017-04-19,2021-03-25,female,1976-08-02,,,
member of the Bulgarian National Assembly,Mustafa Karadaya,Q20500637,2017-04-19,2021-03-26,male,1970-05-08,,Мустафа Карадайы.jpg,Mustafa Karadayi
member of the Bulgarian National Assembly,,Q44762352,2017-04-19,2021-03-25,male,1963-07-24,,,
member of the Bulgarian National Assembly,Krasimir Karakachanov,Q763173,2017-04-19,2021-03-25,male,1965-03-29,,Krasimir Karakachanov 2017-12-18.jpg,Krasimir Karakachanov
member of the Bulgarian National Assembly,Vladislav Panev,Q106390227,2021-11,,male,1976-04-06,,Vladislav panev.jpg,Vladislav Panev
member of the Bulgarian National Assembly,Iva Miteva,Q106506653,2021-11,,female,1972-10-25,,20210415045023 KR7189.jpg,Iva Miteva
member of the Bulgarian National Assembly,Mukkades Nalbant,Q106634347,2021-11,,female,1958-03-15,,Bulgarian member of parliament MUKADDES YUSUF NALBANT.png,
member of the Bulgarian National Assembly,Kiril Petkov,Q106928258,2021-11,,male,1980-04-17,,Kiril Petkov 2021 (cropped).jpg,Kiril Petkov
member of the Bulgarian National Assembly,Alexandar Simidchiev,Q107001789,2021-11,,male,1962-04-23,,,
member of the Bulgarian National Assembly,,Q107029920,2021-11,,male,1967-06-01,,Prof. Andrey Tchorbanov (cropped).jpg,
member of the Bulgarian National Assembly,Plamen Nikolov,Q107713780,2021-11,,male,1977-07-29,,PlamenNikolovBR.jpg,Plamen Nikolov (politician)
member of the Bulgarian National Assembly,Rositsa Kirova,Q108485022,2021-11,,female,1970-01-01,,Bulgarian member of parliament ROSITSA LYUBENOVA KIROVA.png,
member of the Bulgarian National Assembly,Nikola Minchev,Q109918947,2021-11,,male,1987-09-13,,,Nikola Minchev
member of the Bulgarian National Assembly,Bozhidar Bozhanov,Q110139602,2021-11,,male,1987-08-19,,Bozhidar-Bozhanov.jpg,
member of the Bulgarian National Assembly,Nikolay Sabev,Q110153814,2021-11,,male,1960-09-24,,,Nikolai Subev
member of the Bulgarian National Assembly,,Q110261603,2021-11,,,,,,
member of the Bulgarian National Assembly,,Q110262288,2021-11,,,,,,
member of the Bulgarian National Assembly,,Q110262317,2021-11,,,,,,
member of the Bulgarian National Assembly,,Q110262360,2021-11,,,,,,
member of the Bulgarian National Assembly,,Q110262369,2021-11,,,,,,
member of the Bulgarian National Assembly,,Q110262377,2021-11,,,,,,
member of the Bulgarian National Assembly,Lena Borislavova,Q110262378,2021-11,,female,1989-10-08,,,
member of the Bulgarian National Assembly,,Q110262382,2021-11,,,,,,
member of the Bulgarian National Assembly,,Q110262384,2021-11,,,,,,
member of the Bulgarian National Assembly,Andrey Gyurov,Q110313525,2021-11,,male,1975-12-31,,,
member of the Bulgarian National Assembly,Vladimir Tabutov,Q110313980,2021-11,,male,1983-08-25,,,
