item,itemLabel,startDate,endDate
Q432093,Надежда Михайлова,1997-05-21,2001-07-24
Q1371792,Соломон Паси,2001-07-24,2005-08-16
Q1281454,Ивайло Калфин,2005-08-16,2009-07-27
Q242313,Румяна Желева,2009-07-27,2010-01-27
Q58106,Николай Младенов,2010-01-27,2013-03-13
Q7083153,Марин Райков,2013-03-13,2013-05-29
Q946742,Кристиан Вигенин,2013-05-29,2014-08-06
Q12277630,Даниел Митов,2014-08-06,2014-11-07
Q12277630,Даниел Митов,2014-11-07,2017-01-27
Q12291935,Ради Найденов,2017-01-27,2017-05-04
Q12279576,Екатерина Захариева,2017-05-04,2021-05-12
Q106812725,Светлан Стоев,2021-05-12,2021-09-16
Q106812725,Светлан Стоев,2021-09-16,2021-12-13
Q110089977,Теодора Генчовска,2021-12-13,
