@@,itemlabel,item,startdate,enddate
---,Георги Вазов,Q4102404,1913-06-28,1913-07-22
---,Климент Бояджиев,Q2375572,1913-07-22,1914-09-01
---,Андрей Ляпчев,Q447831,1918-11-28,1919-05-07
---,Александър Стамболийски,Q313535,1919-10-06,1921-06-24
---,Александър Стамболийски,Q313535,1921-10-24,1921-11-09
---,Александър Стамболийски,Q313535,1923-02-09,1923-03-12
---,Константин Муравиев,Q704422,1923-03-12,1923-06-09
---,Стефан Цанев,Q12295325,1935-04-21,1935-11-23
---,Кимон Георгиев,Q459651,1946-09-25,1946-11-22
->,Георги Ананиев,Q1509146,1997-02-12,1999-12-21->1997-05-21
+++,Георги Ананиев,Q1509146,1997-05-21,1999-12-21
->,Веселин Близнаков,Q557086,2005-08-07->2005-08-16,2008-04-24
->,Георги Панайотов,Q28869795,2021-05-12,2021-12-13->2021-09-16
+++,Георги Панайотов,Q28869795,2021-09-16,2021-12-13
->,Стефан Янев,Q28055319,2021-12-13,2022-03-01->NULL
---,Q111043880,Q111043880,2022-03-01,
